Command: python evaluate.py --model_input_dir ./input_data/benchmark_v4 --model_output_dir input_data/results/sonic --results_dir ./sonic_arcface --evaluate_subjects arcface_consistency --device cuda:7 --batch_size 16 --sampling 0 --model_args {} --group_id 5 --group_total 10 --filter human
GPU: 7
============================================================

/home/tione/notebook/private/Human-MME/video_venv/lib/python3.10/site-packages/albumentations/check_version.py:147: UserWarning: Error fetching version info The read operation timed out
  data = fetch_version_info()
Using hash-based file partitioning: group 5 of 10
Running evaluation for subject: arcface_consistency
Available ONNX Runtime providers: ['MIGraphXExecutionProvider', 'ROCMExecutionProvider', 'CPUExecutionProvider']
Using MIGraphXExecutionProvider
Applied providers: ['MIGraphXExecutionProvider', 'CPUExecutionProvider'], with options: {'CPUExecutionProvider': {}, 'MIGraphXExecutionProvider': {'migraphx_exhaustive_tune': '0', 'migraphx_arena_extend_strategy': 'kNextPowerOfTwo', 'migraphx_fp16_enable': '0', 'migraphx_fp8_enable': '0', 'migraphx_external_free': '0', 'migraphx_mem_limit': '18446744073709551615', 'migraphx_bf16_enable': '0', 'migraphx_int8_enable': '0', 'migraphx_external_alloc': '0', 'device_id': '0', 'migraphx_model_cache_dir': '""', 'migraphx_external_empty_cache': '0'}}
find model: /root/.insightface/models/buffalo_l/1k3d68.onnx landmark_3d_68 ['None', 3, 192, 192] 0.0 1.0
Applied providers: ['MIGraphXExecutionProvider', 'CPUExecutionProvider'], with options: {'CPUExecutionProvider': {}, 'MIGraphXExecutionProvider': {'migraphx_exhaustive_tune': '0', 'migraphx_arena_extend_strategy': 'kNextPowerOfTwo', 'migraphx_fp16_enable': '0', 'migraphx_fp8_enable': '0', 'migraphx_external_free': '0', 'migraphx_mem_limit': '18446744073709551615', 'migraphx_bf16_enable': '0', 'migraphx_int8_enable': '0', 'migraphx_external_alloc': '0', 'device_id': '0', 'migraphx_model_cache_dir': '""', 'migraphx_external_empty_cache': '0'}}
find model: /root/.insightface/models/buffalo_l/2d106det.onnx landmark_2d_106 ['None', 3, 192, 192] 0.0 1.0
Applied providers: ['MIGraphXExecutionProvider', 'CPUExecutionProvider'], with options: {'CPUExecutionProvider': {}, 'MIGraphXExecutionProvider': {'migraphx_exhaustive_tune': '0', 'migraphx_arena_extend_strategy': 'kNextPowerOfTwo', 'migraphx_fp16_enable': '0', 'migraphx_fp8_enable': '0', 'migraphx_external_free': '0', 'migraphx_mem_limit': '18446744073709551615', 'migraphx_bf16_enable': '0', 'migraphx_int8_enable': '0', 'migraphx_external_alloc': '0', 'device_id': '0', 'migraphx_model_cache_dir': '""', 'migraphx_external_empty_cache': '0'}}
find model: /root/.insightface/models/buffalo_l/det_10g.onnx detection [1, 3, '?', '?'] 127.5 128.0
Applied providers: ['MIGraphXExecutionProvider', 'CPUExecutionProvider'], with options: {'CPUExecutionProvider': {}, 'MIGraphXExecutionProvider': {'migraphx_exhaustive_tune': '0', 'migraphx_arena_extend_strategy': 'kNextPowerOfTwo', 'migraphx_fp16_enable': '0', 'migraphx_fp8_enable': '0', 'migraphx_external_free': '0', 'migraphx_mem_limit': '18446744073709551615', 'migraphx_bf16_enable': '0', 'migraphx_int8_enable': '0', 'migraphx_external_alloc': '0', 'device_id': '0', 'migraphx_model_cache_dir': '""', 'migraphx_external_empty_cache': '0'}}
find model: /root/.insightface/models/buffalo_l/genderage.onnx genderage ['None', 3, 96, 96] 0.0 1.0
Applied providers: ['MIGraphXExecutionProvider', 'CPUExecutionProvider'], with options: {'CPUExecutionProvider': {}, 'MIGraphXExecutionProvider': {'migraphx_exhaustive_tune': '0', 'migraphx_arena_extend_strategy': 'kNextPowerOfTwo', 'migraphx_fp16_enable': '0', 'migraphx_fp8_enable': '0', 'migraphx_external_free': '0', 'migraphx_mem_limit': '18446744073709551615', 'migraphx_bf16_enable': '0', 'migraphx_int8_enable': '0', 'migraphx_external_alloc': '0', 'device_id': '0', 'migraphx_model_cache_dir': '""', 'migraphx_external_empty_cache': '0'}}
find model: /root/.insightface/models/buffalo_l/w600k_r50.onnx recognition ['None', 3, 112, 112] 127.5 127.5
set det-size: (640, 640)
Extracting ArcFace Features:  24%|██▎       | 9/38 [00:02<00:07,  3.80it/s][A

Extracting ArcFace Features:  26%|██▋       | 10/38 [00:02<00:07,  3.80it/s][A

Extracting ArcFace Features:  29%|██▉       | 11/38 [00:02<00:07,  3.80it/s][A

Extracting ArcFace Features:  32%|███▏      | 12/38 [00:03<00:06,  3.80it/s][A

Extracting ArcFace Features:  34%|███▍      | 13/38 [00:03<00:06,  3.79it/s][A

Extracting ArcFace Features:  37%|███▋      | 14/38 [00:03<00:06,  3.79it/s][A

Extracting ArcFace Features:  39%|███▉      | 15/38 [00:03<00:06,  3.79it/s][A

Extracting ArcFace Features:  42%|████▏     | 16/38 [00:04<00:05,  3.80it/s][A

Extracting ArcFace Features:  45%|████▍     | 17/38 [00:04<00:05,  3.80it/s][A

Extracting ArcFace Features:  47%|████▋     | 18/38 [00:04<00:05,  3.79it/s][A

Extracting ArcFace Features:  50%|█████     | 19/38 [00:05<00:05,  3.80it/s][A

Extracting ArcFace Features:  53%|█████▎    | 20/38 [00:05<00:04,  3.80it/s][A

Extracting ArcFace Features:  55%|█████▌    | 21/38 [00:05<00:04,  3.80it/s][A

Extracting ArcFace Features:  58%|█████▊    | 22/38 [00:05<00:04,  3.79it/s][A

Extracting ArcFace Features:  61%|██████    | 23/38 [00:06<00:03,  3.79it/s][A

Extracting ArcFace Features:  63%|██████▎   | 24/38 [00:06<00:03,  3.79it/s][A

Extracting ArcFace Features:  66%|██████▌   | 25/38 [00:06<00:03,  3.79it/s][A

Extracting ArcFace Features:  68%|██████▊   | 26/38 [00:06<00:03,  3.79it/s][A

Extracting ArcFace Features:  71%|███████   | 27/38 [00:07<00:02,  3.79it/s][A

Extracting ArcFace Features:  74%|███████▎  | 28/38 [00:07<00:02,  3.80it/s][A

Extracting ArcFace Features:  76%|███████▋  | 29/38 [00:07<00:02,  3.80it/s][A

Extracting ArcFace Features:  79%|███████▉  | 30/38 [00:07<00:02,  3.80it/s][A

Extracting ArcFace Features:  82%|████████▏ | 31/38 [00:08<00:01,  3.80it/s][A

Extracting ArcFace Features:  84%|████████▍ | 32/38 [00:08<00:01,  3.79it/s][A

Extracting ArcFace Features:  87%|████████▋ | 33/38 [00:08<00:01,  3.78it/s][A

Extracting ArcFace Features:  89%|████████▉ | 34/38 [00:08<00:01,  3.78it/s][A

Extracting ArcFace Features:  92%|█████████▏| 35/38 [00:09<00:00,  3.79it/s][A

Extracting ArcFace Features:  95%|█████████▍| 36/38 [00:09<00:00,  3.79it/s][A

Extracting ArcFace Features:  97%|█████████▋| 37/38 [00:09<00:00,  3.79it/s][A

Extracting ArcFace Features: 100%|██████████| 38/38 [00:09<00:00,  4.56it/s][A

                                                                            [A
Evaluating ArcFace Consistency:  12%|█▎        | 2/16 [03:25<20:10, 86.45s/it] 

Extracting ArcFace Features:   0%|          | 0/43 [00:00<?, ?it/s][A

Extracting ArcFace Features:   2%|▏         | 1/43 [00:00<00:11,  3.65it/s][A

Extracting ArcFace Features:   5%|▍         | 2/43 [00:00<00:11,  3.66it/s][A

Extracting ArcFace Features:   7%|▋         | 3/43 [00:00<00:10,  3.66it/s][A

Extracting ArcFace Features:   9%|▉         | 4/43 [00:01<00:10,  3.66it/s][A

Extracting ArcFace Features:  12%|█▏        | 5/43 [00:01<00:10,  3.66it/s][A

Extracting ArcFace Features:  14%|█▍        | 6/43 [00:01<00:10,  3.66it/s][A

Extracting ArcFace Features:  16%|█▋        | 7/43 [00:01<00:09,  3.66it/s][A

Extracting ArcFace Features:  19%|█▊        | 8/43 [00:02<00:09,  3.66it/s][A

Extracting ArcFace Features:  21%|██        | 9/43 [00:02<00:09,  3.66it/s][A

Extracting ArcFace Features:  23%|██▎       | 10/43 [00:02<00:09,  3.66it/s][A

Extracting ArcFace Features:  26%|██▌       | 11/43 [00:03<00:08,  3.66it/s][A

Extracting ArcFace Features:  28%|██▊       | 12/43 [00:03<00:08,  3.66it/s][A

Extracting ArcFace Features:  30%|███       | 13/43 [00:03<00:08,  3.66it/s][A

Extracting ArcFace Features:  33%|███▎      | 14/43 [00:03<00:07,  3.67it/s][A

Extracting ArcFace Features:  35%|███▍      | 15/43 [00:04<00:07,  3.68it/s][A

Extracting ArcFace Features:  37%|███▋      | 16/43 [00:04<00:07,  3.66it/s][A

Extracting ArcFace Features:  40%|███▉      | 17/43 [00:04<00:07,  3.64it/s][A

Extracting ArcFace Features:  42%|████▏     | 18/43 [00:04<00:06,  3.62it/s][A

Extracting ArcFace Features:  44%|████▍     | 19/43 [00:05<00:06,  3.62it/s][A

Extracting ArcFace Features:  47%|████▋     | 20/43 [00:05<00:06,  3.67it/s][A

Extracting ArcFace Features:  49%|████▉     | 21/43 [00:05<00:05,  3.72it/s][A

Extracting ArcFace Features:  51%|█████     | 22/43 [00:05<00:05,  3.75it/s][A

Extracting ArcFace Features:  53%|█████▎    | 23/43 [00:06<00:05,  3.78it/s][A

Extracting ArcFace Features:  56%|█████▌    | 24/43 [00:06<00:05,  3.79it/s][A

Extracting ArcFace Features:  58%|█████▊    | 25/43 [00:06<00:04,  3.81it/s][A

Extracting ArcFace Features:  60%|██████    | 26/43 [00:07<00:04,  3.82it/s][A

Extracting ArcFace Features:  63%|██████▎   | 27/43 [00:07<00:04,  3.83it/s][A

Extracting ArcFace Features:  65%|██████▌   | 28/43 [00:07<00:03,  3.82it/s][A

Extracting ArcFace Features:  67%|██████▋   | 29/43 [00:07<00:03,  3.83it/s][A

Extracting ArcFace Features:  70%|██████▉   | 30/43 [00:08<00:03,  3.83it/s][A

Extracting ArcFace Features:  72%|███████▏  | 31/43 [00:08<00:03,  3.83it/s][A

Extracting ArcFace Features:  74%|███████▍  | 32/43 [00:08<00:02,  3.83it/s][A

Extracting ArcFace Features:  77%|███████▋  | 33/43 [00:08<00:02,  3.83it/s][A

Extracting ArcFace Features:  79%|███████▉  | 34/43 [00:09<00:02,  3.82it/s][A

Extracting ArcFace Features:  81%|████████▏ | 35/43 [00:09<00:02,  3.82it/s][A

Extracting ArcFace Features:  84%|████████▎ | 36/43 [00:09<00:01,  3.83it/s][A

Extracting ArcFace Features:  86%|████████▌ | 37/43 [00:09<00:01,  3.83it/s][A

Extracting ArcFace Features:  88%|████████▊ | 38/43 [00:10<00:01,  3.83it/s][A

Extracting ArcFace Features:  91%|█████████ | 39/43 [00:10<00:01,  3.82it/s][A

Extracting ArcFace Features:  93%|█████████▎| 40/43 [00:10<00:00,  3.82it/s][A

Extracting ArcFace Features:  95%|█████████▌| 41/43 [00:10<00:00,  3.82it/s][A

Extracting ArcFace Features:  98%|█████████▊| 42/43 [00:11<00:00,  3.82it/s][A

Extracting ArcFace Features: 100%|██████████| 43/43 [00:11<00:00,  4.06it/s][A

                                                                            [A
Evaluating ArcFace Consistency:  19%|█▉        | 3/16 [03:38<11:26, 52.80s/it]

Extracting ArcFace Features:   0%|          | 0/49 [00:00<?, ?it/s][A

Extracting ArcFace Features:   2%|▏         | 1/49 [00:00<00:12,  3.94it/s][A

Extracting ArcFace Features:   4%|▍         | 2/49 [00:00<00:11,  3.96it/s][A

Extracting ArcFace Features:   6%|▌         | 3/49 [00:00<00:11,  3.96it/s][A

Extracting ArcFace Features:   8%|▊         | 4/49 [00:01<00:11,  3.97it/s][A

Extracting ArcFace Features:  10%|█         | 5/49 [00:01<00:11,  3.98it/s][A

Extracting ArcFace Features:  12%|█▏        | 6/49 [00:01<00:10,  3.99it/s][A

Extracting ArcFace Features:  14%|█▍        | 7/49 [00:01<00:10,  4.00it/s][A

Extracting ArcFace Features:  16%|█▋        | 8/49 [00:02<00:10,  4.00it/s][A

Extracting ArcFace Features:  18%|█▊        | 9/49 [00:02<00:09,  4.00it/s][A

Extracting ArcFace Features:  20%|██        | 10/49 [00:02<00:09,  4.01it/s][A

Extracting ArcFace Features:  22%|██▏       | 11/49 [00:02<00:09,  4.00it/s][A

Extracting ArcFace Features:  24%|██▍       | 12/49 [00:03<00:09,  4.00it/s][A

Extracting ArcFace Features:  27%|██▋       | 13/49 [00:03<00:08,  4.00it/s][A

Extracting ArcFace Features:  29%|██▊       | 14/49 [00:03<00:08,  4.00it/s][A

Extracting ArcFace Features:  31%|███       | 15/49 [00:03<00:08,  4.00it/s][A

Extracting ArcFace Features:  33%|███▎      | 16/49 [00:04<00:08,  4.00it/s][A

Extracting ArcFace Features:  35%|███▍      | 17/49 [00:04<00:07,  4.00it/s][A

Extracting ArcFace Features:  37%|███▋      | 18/49 [00:04<00:07,  4.01it/s][A

Extracting ArcFace Features:  39%|███▉      | 19/49 [00:04<00:07,  4.01it/s][A

Extracting ArcFace Features:  41%|████      | 20/49 [00:05<00:07,  4.01it/s][A

Extracting ArcFace Features:  43%|████▎     | 21/49 [00:05<00:06,  4.01it/s][A

Extracting ArcFace Features:  45%|████▍     | 22/49 [00:05<00:06,  4.01it/s][A

Extracting ArcFace Features:  47%|████▋     | 23/49 [00:05<00:06,  4.01it/s][A

Extracting ArcFace Features:  49%|████▉     | 24/49 [00:05<00:06,  4.01it/s][A

Extracting ArcFace Features:  51%|█████     | 25/49 [00:06<00:05,  4.01it/s][A

Extracting ArcFace Features:  53%|█████▎    | 26/49 [00:06<00:05,  4.01it/s][A

Extracting ArcFace Features:  55%|█████▌    | 27/49 [00:06<00:05,  4.01it/s][A

Extracting ArcFace Features:  57%|█████▋    | 28/49 [00:06<00:05,  4.01it/s][A

Extracting ArcFace Features:  59%|█████▉    | 29/49 [00:07<00:04,  4.01it/s][A

Extracting ArcFace Features:  61%|██████    | 30/49 [00:07<00:04,  4.02it/s][A

Extracting ArcFace Features:  63%|██████▎   | 31/49 [00:07<00:04,  4.02it/s][A

Extracting ArcFace Features:  65%|██████▌   | 32/49 [00:07<00:04,  4.02it/s][A

Extracting ArcFace Features:  67%|██████▋   | 33/49 [00:08<00:03,  4.02it/s][A

Extracting ArcFace Features:  69%|██████▉   | 34/49 [00:08<00:03,  4.02it/s][A

Extracting ArcFace Features:  71%|███████▏  | 35/49 [00:08<00:03,  4.02it/s][A

Extracting ArcFace Features:  73%|███████▎  | 36/49 [00:08<00:03,  4.02it/s][A

Extracting ArcFace Features:  76%|███████▌  | 37/49 [00:09<00:02,  4.02it/s][A

Extracting ArcFace Features:  78%|███████▊  | 38/49 [00:09<00:02,  4.02it/s][A

Extracting ArcFace Features:  80%|███████▉  | 39/49 [00:09<00:02,  4.01it/s][A

Extracting ArcFace Features:  82%|████████▏ | 40/49 [00:09<00:02,  4.01it/s][A

Extracting ArcFace Features:  84%|████████▎ | 41/49 [00:10<00:01,  4.01it/s][A

Extracting ArcFace Features:  86%|████████▌ | 42/49 [00:10<00:01,  3.99it/s][A

Extracting ArcFace Features:  88%|████████▊ | 43/49 [00:10<00:01,  3.99it/s][A

Extracting ArcFace Features:  90%|████████▉ | 44/49 [00:10<00:01,  3.99it/s][A

Extracting ArcFace Features:  92%|█████████▏| 45/49 [00:11<00:01,  3.98it/s][A

Extracting ArcFace Features:  94%|█████████▍| 46/49 [00:11<00:00,  3.99it/s][A

Extracting ArcFace Features:  96%|█████████▌| 47/49 [00:11<00:00,  4.01it/s][A

Extracting ArcFace Features:  98%|█████████▊| 48/49 [00:11<00:00,  4.01it/s][A

                                                                            [A
Evaluating ArcFace Consistency:  25%|██▌       | 4/16 [03:51<07:25, 37.16s/it]

Extracting ArcFace Features:   0%|          | 0/37 [00:00<?, ?it/s][A

Extracting ArcFace Features:   3%|▎         | 1/37 [00:00<00:09,  3.68it/s][A

Extracting ArcFace Features:   5%|▌         | 2/37 [00:00<00:09,  3.71it/s][A

Extracting ArcFace Features:   8%|▊         | 3/37 [00:00<00:09,  3.68it/s][A

Extracting ArcFace Features:  11%|█         | 4/37 [00:01<00:08,  3.71it/s][A

Extracting ArcFace Features:  14%|█▎        | 5/37 [00:01<00:08,  3.74it/s][A

Extracting ArcFace Features:  16%|█▌        | 6/37 [00:01<00:08,  3.75it/s][A

Extracting ArcFace Features:  19%|█▉        | 7/37 [00:01<00:08,  3.72it/s][A

Extracting ArcFace Features:  22%|██▏       | 8/37 [00:02<00:07,  3.75it/s][A

Extracting ArcFace Features:  24%|██▍       | 9/37 [00:02<00:07,  3.75it/s][A

Extracting ArcFace Features:  27%|██▋       | 10/37 [00:02<00:07,  3.76it/s][A

Extracting ArcFace Features:  30%|██▉       | 11/37 [00:02<00:06,  3.77it/s][A

Extracting ArcFace Features:  32%|███▏      | 12/37 [00:03<00:06,  3.78it/s][A

Extracting ArcFace Features:  35%|███▌      | 13/37 [00:03<00:06,  3.78it/s][A

Extracting ArcFace Features:  38%|███▊      | 14/37 [00:03<00:06,  3.79it/s][A

Extracting ArcFace Features:  41%|████      | 15/37 [00:03<00:05,  3.79it/s][A

Extracting ArcFace Features:  43%|████▎     | 16/37 [00:04<00:05,  3.79it/s][A

Extracting ArcFace Features:  46%|████▌     | 17/37 [00:04<00:05,  3.69it/s][A

Extracting ArcFace Features:  49%|████▊     | 18/37 [00:04<00:05,  3.66it/s][A

Extracting ArcFace Features:  51%|█████▏    | 19/37 [00:05<00:04,  3.69it/s][A

Extracting ArcFace Features:  54%|█████▍    | 20/37 [00:05<00:04,  3.71it/s][A

Extracting ArcFace Features:  57%|█████▋    | 21/37 [00:05<00:04,  3.75it/s][A

Extracting ArcFace Features:  59%|█████▉    | 22/37 [00:05<00:03,  3.76it/s][A

Extracting ArcFace Features:  62%|██████▏   | 23/37 [00:06<00:03,  3.78it/s][A

Extracting ArcFace Features:  65%|██████▍   | 24/37 [00:06<00:03,  3.78it/s][A

Extracting ArcFace Features:  68%|██████▊   | 25/37 [00:06<00:03,  3.78it/s][A

Extracting ArcFace Features:  70%|███████   | 26/37 [00:06<00:02,  3.79it/s][A

Extracting ArcFace Features:  73%|███████▎  | 27/37 [00:07<00:02,  3.80it/s][A

Extracting ArcFace Features:  76%|███████▌  | 28/37 [00:07<00:02,  3.80it/s][A

Extracting ArcFace Features:  78%|███████▊  | 29/37 [00:07<00:02,  3.81it/s][A

Extracting ArcFace Features:  81%|████████  | 30/37 [00:07<00:01,  3.81it/s][A

Extracting ArcFace Features:  84%|████████▍ | 31/37 [00:08<00:01,  3.81it/s][A

Extracting ArcFace Features:  86%|████████▋ | 32/37 [00:08<00:01,  3.81it/s][A

Extracting ArcFace Features:  89%|████████▉ | 33/37 [00:08<00:01,  3.82it/s][A

Extracting ArcFace Features:  92%|█████████▏| 34/37 [00:09<00:00,  3.81it/s][A
